Section,Name,Type,Default,Description,Model,Estimator
Parameters,warm_start,bool,False,"When set to True, reuse the solution of the previous call to fit and add more estimators to the ensemble, otherwise, just fit a whole new ensemble. See :term:`the Glossary <warm_start>`.",BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
Parameters,n_jobs,int,None,The number of jobs to run in parallel for both :meth:`fit` and :meth:`predict`. ``None`` means 1 unless in a :obj:`joblib.parallel_backend` context. ``-1`` means using all processors. See :term:`Glossary <n_jobs>` for more details.,BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
Parameters,random_state,int,None,"Controls the random resampling of the original dataset (sample wise and feature wise). If the base estimator accepts a `random_state` attribute, a different seed is generated for each instance in the ensemble. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.",BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
Attributes,verbose,int,0,Controls the verbosity when fitting and predicting.,BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
Attributes,estimator_,estimator,,The base estimator from which the ensemble is grown. `base_estimator_` was renamed to `estimator_`.,BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
Attributes,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
Attributes,estimators_,list of estimators,,The collection of fitted sub-estimators.,BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
Attributes,estimators_samples_,list of arrays,,"The subset of drawn samples (i.e., the in-bag samples) for each base estimator. Each subset is defined by an array of the indices selected.",BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
Attributes,estimators_features_,list of arrays,,The subset of drawn features for each base estimator.,BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
Attributes,oob_score_,float,,Score of the training dataset obtained using an out-of-bag estimate. This attribute exists only when ``oob_score`` is True.,BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
,oob_prediction_,ndarray of shape (n_samples,,"Prediction computed with out-of-bag estimate on the training set. If n_estimators is small it might be possible that a data point was never left out during the bootstrap. In this case, `oob_prediction_` might contain NaN. This attribute exists only when ``oob_score`` is True.",BaggingRegressor,<class 'sklearn.ensemble._bagging.BaggingRegressor'>
Parameters,n_components,int,1,The number of mixture components. Depending on the data and the value of the `weight_concentration_prior` the model can decide to not use all the components by setting some component `weights_` to values very close to zero. The number of effective components is therefore smaller than n_components.,BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,covariance_type,{'full','full',"String describing the type of covariance parameters to use. Must be one of: - 'full' (each component has its own general covariance matrix), - 'tied' (all components share the same general covariance matrix), - 'diag' (each component has its own diagonal covariance matrix), - 'spherical' (each component has its own single variance).",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,tol,float,1e-3,The convergence threshold. EM iterations will stop when the lower bound average gain on the likelihood (of the training data with respect to the model) is below this threshold.,BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,reg_covar,float,1e-6,Non-negative regularization added to the diagonal of covariance. Allows to assure that the covariance matrices are all positive.,BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,max_iter,int,100,The number of EM iterations to perform.,BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,n_init,int,1,The number of initializations to perform. The result with the highest lower bound value on the likelihood is kept.,BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,init_params,{'kmeans','kmeans',"The method used to initialize the weights, the means and the covariances. String must be one of: - 'kmeans': responsibilities are initialized using kmeans. - 'k-means++': use the k-means++ method to initialize. - 'random': responsibilities are initialized randomly. - 'random_from_data': initial means are randomly selected data points. `init_params` now accepts 'random_from_data' and 'k-means++' as initialization methods.",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,weight_concentration_prior_type,{'dirichlet_process','dirichlet_process',String describing the type of the weight concentration prior.,BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,weight_concentration_prior,float or None,None,"The dirichlet concentration of each component on the weight distribution (Dirichlet). This is commonly called gamma in the literature. The higher concentration puts more mass in the center and will lead to more components being active, while a lower concentration parameter will lead to more mass at the edge of the mixture weights simplex. The value of the parameter must be greater than 0. If it is None, it's set to ``1. / n_components``.",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,mean_precision_prior,float or None,None,"The precision prior on the mean distribution (Gaussian). Controls the extent of where means can be placed. Larger values concentrate the cluster means around `mean_prior`. The value of the parameter must be greater than 0. If it is None, it is set to 1.",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,mean_prior,array-like,None,"The prior on the mean distribution (Gaussian). If it is None, it is set to the mean of X.",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,degrees_of_freedom_prior,float or None,None,"The prior of the number of degrees of freedom on the covariance distributions (Wishart). If it is None, it's set to `n_features`.",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,covariance_prior,float or array-like,None,"The prior on the covariance distribution (Wishart). If it is None, the emiprical covariance prior is initialized using the covariance of X. The shape depends on `covariance_type`:: (n_features, n_features) if 'full', (n_features, n_features) if 'tied', (n_features)             if 'diag', float                    if 'spherical'",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,random_state,int,None,"Controls the random seed given to the method chosen to initialize the parameters (see `init_params`). In addition, it controls the generation of random samples from the fitted distribution (see the method `sample`). Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,warm_start,bool,False,"If 'warm_start' is True, the solution of the last fitting is used as initialization for the next call of fit(). This can speed up convergence when fit is called several times on similar problems. See :term:`the Glossary <warm_start>`.",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Parameters,verbose,int,0,Enable verbose output. If 1 then it prints the current initialization and each iteration step. If greater than 1 then it prints also the log probability and the time needed for each step.,BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Attributes,verbose_interval,int,10,Number of iteration done before the next print.,BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Attributes,weights_,array-like of shape (n_components,,The weights of each mixture components.,BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Attributes,means_,array-like of shape (n_components,,The mean of each mixture component.,BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Attributes,covariances_,array-like,,"The covariance of each mixture component. The shape depends on `covariance_type`:: (n_components,)                        if 'spherical', (n_features, n_features)               if 'tied', (n_components, n_features)             if 'diag', (n_components, n_features, n_features) if 'full'",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Attributes,precisions_,array-like,,"The precision matrices for each component in the mixture. A precision matrix is the inverse of a covariance matrix. A covariance matrix is symmetric positive definite so the mixture of Gaussian can be equivalently parameterized by the precision matrices. Storing the precision matrices instead of the covariance matrices makes it more efficient to compute the log-likelihood of new samples at test time. The shape depends on ``covariance_type``:: (n_components,)                        if 'spherical', (n_features, n_features)               if 'tied', (n_components, n_features)             if 'diag', (n_components, n_features, n_features) if 'full'",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Attributes,precisions_cholesky_,array-like,,"The cholesky decomposition of the precision matrices of each mixture component. A precision matrix is the inverse of a covariance matrix. A covariance matrix is symmetric positive definite so the mixture of Gaussian can be equivalently parameterized by the precision matrices. Storing the precision matrices instead of the covariance matrices makes it more efficient to compute the log-likelihood of new samples at test time. The shape depends on ``covariance_type``:: (n_components,)                        if 'spherical', (n_features, n_features)               if 'tied', (n_components, n_features)             if 'diag', (n_components, n_features, n_features) if 'full'",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
Attributes,converged_,bool,,"True when convergence of the best fit of inference was reached, False otherwise.",BayesianGaussianMixture,<class 'sklearn.mixture._bayesian_mixture.BayesianGaussianMixture'>
